customer_id,name,city,customer_segment,customer_segment_name,salary_delay_days,savings_wow_delta_pct,atm_withdrawal_count_7d,atm_withdrawal_amount_7d,discretionary_spend_7d,lending_upi_count_7d,lending_upi_amount_7d,failed_autodebit_count,utility_payment_delay_days,gambling_spend_7d,credit_utilization,net_cashflow_7d,round_number_withdrawal_count_7d,weekend_spend_ratio,net_cashflow_trend_slope,expected_risk_profile
SIM-0149,Amit Sharma,Lucknow,1,self-employed,11.31,-16.02,6,14156.45,9157.18,9,16336.31,5,7.44,2232.75,0.9317,-2808.48,9,0.8285,-409.5746,HIGH
SIM-0150,Suresh Gupta,Delhi,2,farmer,3.94,0.38,5,4033.46,3421.68,3,3305.2,0,3.7,155.53,0.5614,340.59,2,0.4554,8.3992,MEDIUM
SIM-0151,Meera Mehta,Hyderabad,0,salaried,1.94,11.59,2,2823.99,526.63,1,547.44,0,0.27,196.14,0.07,2904.9,0,0.3521,62.8516,LOW
SIM-0152,Kavita Mehta,Hyderabad,1,self-employed,0.21,5.04,2,2246.88,1205.31,0,587.31,0,1.67,190.57,0.3849,7803.63,0,0.2896,262.8143,LOW
SIM-0153,Deepak Khan,Surat,2,farmer,10.33,-13.38,14,21701.49,10942.27,5,8902.77,3,7.08,3845.95,0.8421,-5393.62,3,0.6787,-273.9542,HIGH
SIM-0154,Suresh Sharma,Chandigarh,1,self-employed,11.16,-19.44,14,13590.11,12400.33,6,3661.27,5,12.19,1471.87,0.92,-9769.58,5,0.6332,-147.9596,HIGH
SIM-0155,Rahul Gupta,Nagpur,5,other,0.69,10.3,2,2426.98,2307.56,1,209.15,0,1.99,159.65,0.3317,6689.17,2,0.3605,336.944,LOW
SIM-0156,Deepak Verma,Ahmedabad,0,salaried,0.27,4.94,2,2224.2,1319.1,1,763.03,0,1.49,104.15,0.2201,5305.15,2,0.209,102.9507,LOW
SIM-0157,Rajan Gupta,Ahmedabad,1,self-employed,21.97,-25.78,10,23532.25,9149.64,5,6725.62,4,17.85,2375.08,0.766,-5056.44,8,0.734,-372.8322,HIGH
SIM-0158,Anjali Sharma,Hyderabad,4,student,10.39,-23.27,14,21195.32,12507.65,5,12508.36,5,13.82,801.27,0.8832,-14869.74,7,0.6279,-217.381,HIGH
SIM-0159,Arjun Joshi,Nagpur,4,student,0.11,2.12,2,1839.38,1680.87,1,597.34,0,0.15,126.64,0.3391,10423.9,2,0.3112,193.7576,LOW
SIM-0160,Rajan Joshi,Mumbai,0,salaried,6.33,-10.2,3,1931.75,3287.0,3,3465.05,1,6.16,45.22,0.4461,-1934.8,4,0.4752,40.723,MEDIUM
SIM-0161,Sneha Malhotra,Mumbai,1,self-employed,4.43,-11.22,4,3698.32,4508.13,1,3570.11,0,2.77,154.27,0.4581,65.59,2,0.4312,-76.7957,MEDIUM
SIM-0162,Anjali Iyer,Nagpur,1,self-employed,0.79,13.77,0,2911.98,295.47,0,499.85,0,0.77,132.26,0.1233,8221.22,1,0.3684,212.2743,LOW
SIM-0163,Kavita Patel,Chandigarh,0,salaried,1.17,11.15,2,131.63,2429.22,1,343.03,0,0.24,49.81,0.2543,6739.05,2,0.3488,317.0952,LOW
SIM-0164,Nisha Khan,Chandigarh,0,salaried,1.76,-13.3,5,6112.64,1558.72,1,1644.46,0,3.85,589.54,0.6852,-1778.5,3,0.5431,43.5875,MEDIUM
SIM-0165,Mohit Singh,Bangalore,0,salaried,1.07,3.57,3,1451.87,2253.41,3,1013.32,1,6.33,260.23,0.6573,-683.93,4,0.3654,-73.2765,MEDIUM
SIM-0166,Amit Rao,Lucknow,0,salaried,2.01,-10.04,4,2078.96,3975.91,3,2149.1,1,2.99,612.93,0.7013,-318.31,4,0.4407,44.4604,MEDIUM
SIM-0167,Amit Verma,Chennai,1,self-employed,1.05,5.42,2,895.85,2344.95,1,412.85,0,0.04,41.81,0.2865,15516.92,0,0.2822,228.818,LOW
SIM-0168,Vikram Khan,Chandigarh,2,farmer,1.03,16.18,2,2173.57,1333.82,1,68.64,0,1.53,180.36,0.1373,4488.25,1,0.3284,286.7661,LOW
SIM-0169,Priya Khan,Surat,0,salaried,29.28,-38.68,9,10063.0,5575.23,5,17194.45,3,15.7,2429.66,0.8811,-5805.15,6,0.8401,-432.7086,HIGH
SIM-0170,Vikram Nair,Bangalore,3,freelancer,1.55,5.54,1,1355.77,2048.24,0,432.55,0,1.48,78.28,0.2125,18123.7,0,0.2454,162.946,LOW
SIM-0171,Amit Mehta,Delhi,4,student,0.52,7.07,2,1484.03,1574.29,0,31.33,0,0.46,104.13,0.3188,4089.25,0,0.317,298.9049,LOW
SIM-0172,Meera Sharma,Ahmedabad,5,other,1.64,19.45,1,1049.41,2019.27,1,143.18,0,0.1,147.39,0.3152,16726.74,1,0.3476,154.116,LOW
SIM-0173,Suresh Patel,Delhi,1,self-employed,0.12,11.63,0,1858.99,512.66,1,307.08,0,0.43,8.71,0.1377,2460.51,0,0.2924,333.3098,LOW
SIM-0174,Mohit Mehta,Pune,3,freelancer,1.88,3.45,2,584.15,2398.85,0,925.33,0,0.11,75.29,0.1212,18454.79,0,0.34,240.945,LOW
SIM-0175,Meera Bose,Hyderabad,3,freelancer,14.79,-33.79,8,13137.15,11522.61,3,6596.99,4,7.27,704.1,0.9315,-6408.3,8,0.7677,-148.1015,HIGH
SIM-0176,Priya Iyer,Delhi,4,student,8.3,-13.12,8,18137.86,10300.1,5,18873.16,2,9.54,2845.54,0.9409,-4316.96,5,0.6128,-197.7494,HIGH
SIM-0177,Priya Gupta,Hyderabad,0,salaried,5.78,-7.84,3,5230.19,5356.69,1,4132.01,1,2.32,740.62,0.4255,-1936.05,3,0.3717,-59.0242,MEDIUM
SIM-0178,Mohit Iyer,Bangalore,0,salaried,29.38,-26.69,12,12560.98,4841.3,3,7187.41,3,8.42,3111.0,0.8695,-12657.85,3,0.7107,-418.2918,HIGH
SIM-0179,Rahul Patel,Kolkata,3,freelancer,1.2,4.15,0,2524.13,553.21,0,746.75,0,1.93,126.94,0.3058,6014.2,1,0.364,337.2347,LOW
SIM-0180,Pooja Nair,Bangalore,1,self-employed,5.34,-15.18,11,17358.84,8904.75,3,8797.85,3,18.59,2910.12,0.8846,-2593.67,5,0.6007,-360.7682,HIGH
SIM-0181,Meera Verma,Nagpur,2,farmer,11.72,-28.97,12,23417.24,12086.86,8,18686.33,2,9.94,2454.96,0.8816,-11980.22,6,0.8195,-144.4702,HIGH
SIM-0182,Vikram Kumar,Kolkata,4,student,19.01,-20.0,6,10541.67,12211.35,7,7358.39,5,15.05,1468.08,0.7752,-4111.48,4,0.7408,-240.3731,HIGH
SIM-0183,Anjali Gupta,Bangalore,1,self-employed,25.45,-19.19,12,23336.51,8892.62,10,13937.85,3,5.55,2291.87,0.9868,-10647.1,4,0.6796,-310.4042,HIGH
SIM-0184,Priya Verma,Bangalore,0,salaried,1.35,-5.3,6,4031.01,2561.68,3,2055.52,1,3.51,420.6,0.6751,-341.59,3,0.454,-37.2692,MEDIUM
SIM-0185,Kavita Gupta,Kolkata,3,freelancer,0.49,14.24,0,430.04,2143.37,1,664.19,0,1.5,159.51,0.1921,9644.7,1,0.2375,244.8405,LOW
SIM-0186,Meera Patel,Chandigarh,4,student,18.65,-15.08,10,5333.88,13172.66,5,9682.22,4,15.09,4468.1,0.7811,-11785.83,6,0.7338,-203.0493,HIGH
SIM-0187,Arjun Mehta,Indore,5,other,2.26,-7.18,6,5198.08,2090.88,1,4484.35,1,5.87,255.78,0.4461,432.35,3,0.3966,-107.9032,MEDIUM
SIM-0188,Amit Bose,Indore,0,salaried,1.32,12.7,1,896.85,2457.58,1,337.84,0,0.34,163.44,0.1985,8574.63,2,0.3681,292.304,LOW
SIM-0189,Meera Singh,Nagpur,1,self-employed,2.97,-1.37,3,7400.43,5716.07,2,536.63,1,4.72,492.73,0.4754,1336.69,3,0.4937,-86.206,MEDIUM
SIM-0190,Priya Sharma,Pune,0,salaried,1.96,15.17,2,734.1,757.82,1,205.39,0,1.06,170.78,0.2668,1523.55,1,0.2525,211.4389,LOW
SIM-0191,Rahul Khan,Bangalore,0,salaried,2.92,-1.38,4,4837.73,5670.52,2,665.7,0,2.56,76.8,0.4209,-1439.59,3,0.4429,-76.5901,MEDIUM
SIM-0192,Kavita Mehta,Hyderabad,2,farmer,17.96,-39.91,11,9267.98,7108.41,8,10835.49,5,16.69,2138.0,0.9855,-2913.4,4,0.7424,-478.3905,HIGH
SIM-0193,Deepak Patel,Ahmedabad,2,farmer,1.88,13.14,0,1417.4,1905.0,1,851.89,0,1.11,15.93,0.1423,7132.13,1,0.2718,320.6865,LOW
SIM-0194,Rajan Desai,Ahmedabad,3,freelancer,29.52,-26.05,14,21451.69,6868.42,6,13174.76,5,6.67,4520.15,0.9629,-8961.94,6,0.7767,-213.697,HIGH
SIM-0195,Deepak Desai,Chandigarh,5,other,3.41,-10.88,4,7133.35,4387.75,3,4492.67,1,1.29,597.75,0.7152,1909.87,4,0.571,-60.4908,MEDIUM
SIM-0196,Rajan Khan,Nagpur,0,salaried,12.69,-22.3,11,24640.22,11223.37,9,14082.05,3,12.4,1837.29,0.8899,-5136.58,8,0.5532,-184.9456,HIGH
SIM-0197,Vikram Singh,Delhi,4,student,26.75,-20.82,13,17791.97,14016.17,8,11772.51,5,19.02,3642.25,0.8779,-2460.27,8,0.5809,-359.6033,HIGH
SIM-0198,Vikram Mehta,Delhi,0,salaried,0.01,19.8,1,1165.96,1382.74,0,583.97,0,0.24,185.18,0.2471,7135.41,1,0.2345,198.9535,LOW
SIM-0199,Arjun Nair,Kolkata,1,self-employed,5.89,0.55,5,1967.76,2298.76,3,2380.53,1,0.92,552.58,0.4852,-2309.69,4,0.4254,-126.1881,MEDIUM
SIM-0200,Rajan Bose,Chennai,0,salaried,1.22,15.79,0,2344.58,483.55,1,625.54,0,1.56,17.13,0.3656,4365.89,0,0.371,215.5292,LOW
SIM-0201,Arjun Sharma,Hyderabad,5,other,6.03,-5.77,2,1990.35,3627.52,3,3945.08,1,5.9,244.62,0.6951,-296.05,4,0.3664,-85.3407,MEDIUM
SIM-0202,Meera Singh,Jaipur,1,self-employed,5.11,-11.22,2,1069.75,5299.71,2,3004.97,1,6.37,600.25,0.6298,-923.54,4,0.5134,-115.4987,MEDIUM
SIM-0203,Rajan Verma,Mumbai,5,other,1.62,19.95,1,252.19,1565.31,0,891.72,0,0.46,88.85,0.1518,3385.75,0,0.3371,84.0501,LOW
SIM-0204,Suresh Mehta,Mumbai,1,self-employed,6.49,3.13,3,2017.76,1724.99,2,1375.2,1,6.24,322.56,0.514,-2732.24,1,0.534,-65.9077,MEDIUM
SIM-0205,Rajan Rao,Indore,1,self-employed,0.92,13.35,1,2837.04,567.45,0,6.96,0,1.43,115.11,0.3948,4696.65,0,0.3377,165.267,LOW
SIM-0206,Rahul Khan,Delhi,2,farmer,1.56,9.17,1,2155.26,827.02,1,274.63,0,0.77,95.16,0.315,7116.04,2,0.3222,99.3071,LOW
SIM-0207,Priya Mehta,Surat,2,farmer,6.72,-8.55,2,4722.87,2939.93,3,4795.4,1,0.13,159.12,0.5597,-1589.63,4,0.441,-47.6871,MEDIUM
SIM-0208,Pooja Iyer,Ahmedabad,2,farmer,1.09,9.32,1,2984.19,368.4,1,493.68,0,1.11,53.45,0.3672,11772.14,1,0.1722,130.899,LOW
SIM-0209,Suresh Sharma,Nagpur,5,other,1.37,0.33,0,2926.5,2179.5,1,697.56,0,0.12,119.93,0.2472,1426.83,2,0.3457,70.3794,LOW
SIM-0210,Amit Gupta,Ahmedabad,2,farmer,6.78,-10.61,4,2423.74,2439.73,2,3898.99,1,6.33,790.85,0.6334,-1223.97,2,0.4104,-79.576,MEDIUM
SIM-0211,Rajan Khan,Chennai,3,freelancer,5.55,-4.98,3,6350.27,2472.93,3,2696.51,1,6.69,477.55,0.4087,37.41,1,0.4843,-102.9025,MEDIUM
SIM-0212,Meera Verma,Kolkata,5,other,1.6,6.48,2,875.83,2489.78,0,283.42,0,0.02,160.94,0.1512,9219.72,0,0.3567,189.5905,LOW
SIM-0213,Arjun Mehta,Nagpur,0,salaried,1.65,0.15,1,971.4,1465.0,0,46.26,0,1.84,89.56,0.2096,15105.25,2,0.2456,52.6742,LOW
SIM-0214,Pooja Nair,Indore,5,other,8.74,-34.9,13,14840.36,5896.69,8,9878.68,3,6.33,1447.28,0.9662,-4773.67,3,0.605,-107.8561,HIGH
SIM-0215,Priya Kumar,Indore,0,salaried,1.46,17.91,0,618.64,730.67,1,470.18,0,0.67,197.86,0.2401,10874.78,0,0.3527,386.3939,LOW
SIM-0216,Nisha Singh,Chandigarh,5,other,1.6,2.07,1,1298.75,1374.73,1,770.7,0,1.02,53.75,0.0625,10581.63,2,0.152,361.4824,LOW
SIM-0217,Vikram Joshi,Jaipur,4,student,1.68,8.62,1,537.42,933.83,1,849.14,0,1.35,125.44,0.3923,17018.81,1,0.2534,347.3886,LOW
SIM-0218,Meera Verma,Delhi,2,farmer,3.93,2.23,4,2049.8,4288.51,3,4982.82,1,3.13,654.63,0.7325,1450.84,3,0.3762,-83.1013,MEDIUM
SIM-0219,Arjun Patel,Hyderabad,2,farmer,26.6,-20.1,12,23225.12,7540.37,6,7984.95,3,10.19,4158.96,0.7578,-5402.97,5,0.6874,-372.4657,HIGH
SIM-0220,Mohit Joshi,Jaipur,5,other,0.49,5.28,2,78.42,1491.0,1,262.4,0,1.54,85.02,0.1627,18665.91,1,0.1934,367.3306,LOW
SIM-0221,Pooja Patel,Bangalore,1,self-employed,0.31,3.44,0,1343.35,208.96,1,562.18,0,1.97,65.39,0.2456,10915.44,1,0.3551,228.2977,LOW
SIM-0222,Anjali Bose,Surat,0,salaried,0.88,0.51,1,2262.46,1114.16,0,987.35,0,0.94,88.51,0.2615,5255.77,0,0.1531,264.248,LOW
SIM-0223,Mohit Sharma,Chennai,0,salaried,5.01,-30.74,14,21488.72,8966.24,10,8644.71,2,18.36,4978.77,0.8747,-10255.54,3,0.566,-265.9216,HIGH
SIM-0224,Nisha Verma,Bangalore,1,self-employed,0.43,8.97,1,2710.14,812.7,1,72.39,0,1.82,139.21,0.0838,14988.31,1,0.1804,215.0194,LOW
SIM-0225,Pooja Desai,Kolkata,5,other,0.21,0.08,1,398.47,484.36,1,712.34,0,1.06,195.69,0.1896,4367.78,0,0.1711,373.1056,LOW
SIM-0226,Suresh Verma,Indore,4,student,1.89,15.11,2,2542.72,1471.71,0,53.23,0,0.39,79.68,0.2297,13918.36,0,0.162,334.0996,LOW
SIM-0227,Suresh Mehta,Surat,0,salaried,6.77,-12.73,5,1440.23,2979.75,2,3580.76,0,5.36,513.55,0.5544,-264.72,1,0.3523,-89.2706,MEDIUM
SIM-0228,Meera Sharma,Hyderabad,0,salaried,17.98,-19.77,10,8418.58,8653.81,9,16061.64,2,13.35,1145.21,0.7943,-10017.34,6,0.5714,-112.1443,HIGH
SIM-0229,Anjali Malhotra,Chandigarh,1,self-employed,0.9,11.76,0,2921.99,1207.33,1,352.2,0,1.79,77.52,0.342,7807.86,2,0.2963,344.7772,LOW
SIM-0230,Kavita Singh,Nagpur,3,freelancer,10.33,-32.37,11,18498.5,5843.62,5,9413.49,2,9.78,4331.42,0.8625,-7646.78,3,0.7794,-445.8861,HIGH
SIM-0231,Mohit Nair,Surat,1,self-employed,4.69,-4.34,4,2291.83,5291.75,3,991.29,1,7.0,453.75,0.5114,-232.88,4,0.3625,4.0597,MEDIUM
SIM-0232,Suresh Khan,Delhi,4,student,1.26,4.51,2,1234.56,2409.34,1,654.75,0,1.24,116.81,0.3137,10432.88,1,0.3154,118.1375,LOW
SIM-0233,Rajan Gupta,Chandigarh,4,student,0.24,9.57,2,1728.03,2462.42,0,782.8,0,0.91,191.62,0.2972,13611.9,1,0.2619,69.8126,LOW
SIM-0234,Pooja Verma,Ahmedabad,5,other,1.64,9.03,2,456.61,1463.13,1,887.82,0,0.78,2.69,0.1218,18420.63,1,0.1613,191.3417,LOW
SIM-0235,Sneha Sharma,Mumbai,2,farmer,3.91,0.08,6,2592.79,4362.97,1,3087.06,0,4.65,316.27,0.5696,-2283.99,1,0.3638,-43.6717,MEDIUM
SIM-0236,Amit Kumar,Chandigarh,2,farmer,1.75,12.02,0,2656.71,1815.37,1,914.53,0,1.64,141.56,0.1167,9450.23,2,0.2115,178.5157,LOW
SIM-0237,Kavita Rao,Delhi,2,farmer,1.89,3.92,5,3952.61,3405.46,2,3484.63,1,4.98,755.21,0.5915,-2883.94,3,0.5213,-42.6379,MEDIUM
SIM-0238,Priya Sharma,Hyderabad,2,farmer,0.12,19.3,0,357.61,565.22,1,592.57,0,0.09,17.25,0.0802,16187.77,1,0.2634,171.5427,LOW
SIM-0239,Rahul Sharma,Lucknow,5,other,0.65,5.43,0,1282.95,510.42,0,545.91,0,1.23,127.53,0.1757,15587.42,2,0.3759,390.5728,LOW
SIM-0240,Amit Joshi,Hyderabad,4,student,23.56,-31.58,7,17598.68,12536.83,3,12330.46,4,11.26,2833.99,0.8764,-10979.47,9,0.6728,-263.7325,HIGH
SIM-0241,Anjali Mehta,Delhi,0,salaried,1.57,7.41,2,72.5,1806.23,0,914.92,0,1.49,23.38,0.3606,2471.66,2,0.3237,178.3615,LOW
SIM-0242,Mohit Nair,Mumbai,2,farmer,1.57,11.24,1,187.47,1548.54,1,84.82,0,0.61,160.01,0.3586,14804.29,2,0.2744,142.6147,LOW
SIM-0243,Meera Bose,Pune,3,freelancer,12.05,-24.64,12,12529.45,14614.91,9,4678.13,4,19.79,1590.02,0.7975,-6077.53,4,0.5973,-495.8169,HIGH
SIM-0244,Nisha Desai,Chandigarh,3,freelancer,0.22,12.02,2,1389.65,1855.78,1,766.33,0,1.31,3.51,0.2525,7306.14,2,0.362,311.7371,LOW
SIM-0245,Deepak Desai,Ahmedabad,1,self-employed,1.36,15.56,1,802.95,2449.43,1,530.92,0,1.73,115.21,0.1067,9374.84,2,0.3029,384.2357,LOW
SIM-0246,Rahul Sharma,Ahmedabad,3,freelancer,0.12,11.46,1,2753.58,2460.44,0,197.91,0,0.99,19.27,0.3468,5586.64,0,0.1986,306.4043,LOW
SIM-0247,Pooja Bose,Ahmedabad,0,salaried,1.97,13.67,1,499.17,1656.52,0,503.34,0,0.18,112.85,0.1127,11273.32,2,0.3513,157.9007,LOW
SIM-0248,Meera Patel,Delhi,0,salaried,1.23,-1.46,5,5048.33,5833.3,3,1347.29,1,1.13,253.91,0.6825,-240.25,1,0.5492,31.2322,MEDIUM
SIM-0249,Priya Kumar,Hyderabad,0,salaried,1.98,1.67,0,1387.61,1366.22,1,968.48,0,1.1,81.93,0.2722,3183.72,0,0.1798,371.1807,LOW
SIM-0250,Mohit Nair,Nagpur,4,student,14.06,-15.29,7,8242.75,11174.17,8,10751.43,5,17.59,3956.16,0.9011,-9847.15,8,0.5939,-114.2991,HIGH
SIM-0251,Amit Singh,Indore,2,farmer,0.77,19.93,0,146.39,1379.69,1,983.46,0,1.56,21.31,0.2907,10793.78,2,0.2527,340.5848,LOW
SIM-0252,Priya Iyer,Chennai,4,student,9.96,-21.05,9,21053.32,10356.59,4,8778.75,3,10.17,3384.91,0.8538,-5098.5,4,0.7165,-268.0914,HIGH
SIM-0253,Amit Desai,Chennai,0,salaried,0.92,1.22,0,2543.27,1645.6,1,130.24,0,1.4,75.12,0.2264,11240.13,1,0.1565,100.3087,LOW
SIM-0254,Kavita Mehta,Bangalore,2,farmer,0.51,2.08,1,2717.68,1723.35,1,138.82,0,1.49,162.58,0.2093,6841.57,2,0.2986,142.1866,LOW
SIM-0255,Pooja Desai,Kolkata,0,salaried,0.98,7.79,2,1981.6,1884.2,1,871.03,0,0.21,120.28,0.3886,19138.61,2,0.3272,159.5835,LOW
SIM-0256,Meera Desai,Mumbai,2,farmer,3.77,-2.74,2,5712.03,5373.16,3,4366.43,0,0.27,3.07,0.4441,770.36,1,0.3561,-83.9696,MEDIUM
SIM-0257,Vikram Bose,Ahmedabad,4,student,0.23,12.75,2,341.51,386.37,1,753.98,0,0.15,81.84,0.2075,8156.72,1,0.1713,280.5286,LOW
SIM-0258,Sneha Patel,Nagpur,2,farmer,1.34,1.71,0,2608.88,1534.64,0,817.25,0,1.08,166.66,0.3333,6008.97,0,0.197,252.3109,LOW
SIM-0259,Priya Joshi,Delhi,1,self-employed,3.85,4.19,6,5935.28,5637.73,1,4826.74,0,1.7,381.33,0.6593,-1154.9,4,0.3642,-106.7098,MEDIUM
SIM-0260,Pooja Nair,Kolkata,2,farmer,3.74,-13.11,3,1904.41,2818.3,1,2135.78,0,3.83,687.08,0.507,1677.87,3,0.5719,34.1876,MEDIUM
SIM-0261,Amit Verma,Chandigarh,5,other,0.5,13.87,1,2827.45,671.19,1,647.65,0,1.75,51.24,0.2303,5485.17,1,0.3469,271.607,LOW
SIM-0262,Nisha Mehta,Indore,0,salaried,0.19,2.58,1,203.13,920.87,1,956.06,0,1.14,76.06,0.2588,6243.48,2,0.1703,109.5308,LOW
SIM-0263,Rajan Nair,Delhi,3,freelancer,9.87,-17.82,7,16848.35,10753.76,9,17225.95,5,10.37,4518.84,0.936,-8680.0,9,0.5931,-164.1172,HIGH
SIM-0264,Arjun Joshi,Bangalore,5,other,1.6,-14.27,5,7044.03,3197.98,2,4624.98,0,3.28,207.73,0.7335,-2490.89,1,0.3897,-35.9861,MEDIUM
SIM-0265,Arjun Verma,Bangalore,3,freelancer,1.65,9.08,0,2547.82,2457.62,1,242.3,0,1.28,98.93,0.3681,9333.71,0,0.3863,188.8642,LOW
SIM-0266,Amit Nair,Jaipur,4,student,1.18,4.35,2,2641.83,1823.69,1,951.34,0,0.29,36.49,0.3248,3236.19,0,0.3521,331.1973,LOW
SIM-0267,Kavita Patel,Jaipur,4,student,1.96,19.49,1,980.79,1724.91,1,782.6,0,1.0,156.11,0.2264,1319.84,0,0.1623,232.1025,LOW
SIM-0268,Arjun Singh,Chennai,1,self-employed,23.1,-24.82,12,11112.18,13543.59,11,17063.1,2,16.63,1849.69,0.8518,-2354.83,8,0.8218,-103.0319,HIGH
SIM-0269,Nisha Verma,Jaipur,5,other,1.35,1.7,0,1719.06,2331.04,1,420.35,0,0.3,44.91,0.2413,15864.16,1,0.2597,262.1341,LOW
SIM-0270,Vikram Kumar,Nagpur,4,student,6.3,2.21,2,5460.28,5567.01,2,2792.47,0,5.17,243.71,0.424,-215.39,3,0.4087,30.5095,MEDIUM
SIM-0271,Suresh Gupta,Jaipur,4,student,1.32,-5.32,6,5805.75,2440.63,2,889.63,0,0.73,437.79,0.6669,1846.52,2,0.5781,-88.0418,MEDIUM
SIM-0272,Anjali Nair,Bangalore,3,freelancer,1.72,0.09,0,1937.04,702.35,1,136.28,0,0.19,78.74,0.3403,4717.43,0,0.2873,262.3592,LOW
SIM-0273,Rajan Iyer,Lucknow,5,other,12.33,-21.6,10,17283.07,7984.8,8,14049.26,3,12.33,4506.52,0.7773,-11969.44,9,0.7018,-291.8369,HIGH
SIM-0274,Meera Nair,Jaipur,0,salaried,19.33,-15.16,9,15100.25,13826.56,3,16218.42,2,17.38,1789.8,0.8578,-6440.83,7,0.7267,-217.8544,HIGH
SIM-0275,Mohit Rao,Hyderabad,4,student,0.31,13.64,2,2801.5,656.59,0,37.27,0,0.33,64.88,0.1912,8124.83,1,0.3491,70.2196,LOW
SIM-0276,Pooja Bose,Pune,1,self-employed,0.4,3.87,0,1643.81,2379.24,0,190.04,0,1.61,59.54,0.0594,3860.17,2,0.1518,268.4429,LOW
SIM-0277,Meera Bose,Chennai,0,salaried,6.49,1.39,4,6068.73,3718.07,1,2554.68,0,5.19,537.17,0.7106,-1390.08,1,0.4242,-118.0524,MEDIUM
SIM-0278,Rajan Mehta,Kolkata,0,salaried,0.26,11.56,2,2849.28,2250.77,1,138.42,0,1.36,111.42,0.3385,1098.43,1,0.1801,102.8331,LOW
SIM-0279,Rajan Patel,Hyderabad,0,salaried,1.07,9.39,0,1351.85,224.57,0,2.48,0,0.48,51.15,0.339,14653.85,2,0.3653,50.0868,LOW
SIM-0280,Anjali Kumar,Surat,3,freelancer,5.02,-8.25,4,1893.19,3246.39,2,4344.55,0,4.82,470.73,0.7062,-987.57,3,0.3653,-51.9249,MEDIUM
SIM-0281,Arjun Patel,Pune,5,other,0.19,0.73,2,753.48,1755.13,0,37.6,0,1.52,123.65,0.335,10935.84,1,0.1901,142.476,LOW
SIM-0282,Rahul Sharma,Hyderabad,3,freelancer,6.4,-8.3,5,2643.12,3600.19,1,3599.88,1,1.75,298.43,0.4634,-246.7,2,0.5142,-25.9026,MEDIUM
SIM-0283,Arjun Iyer,Bangalore,0,salaried,4.63,3.18,5,4133.81,3518.8,3,1617.99,0,6.26,286.95,0.4636,-1005.43,4,0.5125,-64.1198,MEDIUM
SIM-0284,Priya Nair,Nagpur,2,farmer,0.01,17.13,0,1964.18,1863.7,1,504.44,0,0.03,8.3,0.074,2722.63,0,0.2171,276.277,LOW
SIM-0285,Priya Sharma,Delhi,3,freelancer,0.06,16.48,2,440.22,1086.85,1,85.23,0,1.41,115.96,0.076,1100.33,2,0.169,223.2472,LOW
SIM-0286,Meera Gupta,Indore,2,farmer,0.06,0.35,0,290.06,2018.91,0,524.37,0,0.87,110.66,0.0769,6418.41,2,0.3283,190.448,LOW
SIM-0287,Deepak Khan,Kolkata,1,self-employed,0.5,2.41,2,1144.03,406.26,0,295.74,0,0.97,170.1,0.2087,9639.11,2,0.3833,281.4424,LOW
SIM-0288,Deepak Verma,Lucknow,1,self-employed,0.29,3.65,1,2879.58,2016.62,0,80.14,0,1.06,50.18,0.2481,3068.58,1,0.1784,120.8315,LOW
SIM-0289,Suresh Desai,Bangalore,4,student,0.4,13.9,1,1363.97,1139.81,1,389.1,0,1.14,119.01,0.3346,4224.06,0,0.2787,220.8533,LOW
SIM-0290,Anjali Patel,Ahmedabad,1,self-employed,4.48,-9.78,2,3397.3,5050.21,2,730.36,0,1.61,491.66,0.584,1862.9,2,0.5264,20.4304,MEDIUM
SIM-0291,Vikram Kumar,Jaipur,2,farmer,4.43,-7.96,4,1997.75,1577.67,2,881.71,1,0.0,562.05,0.5029,1659.55,4,0.5675,3.8309,MEDIUM
SIM-0292,Arjun Iyer,Chandigarh,3,freelancer,5.23,-8.59,2,1036.25,2136.45,2,1280.74,1,0.11,52.09,0.7153,-616.21,4,0.5033,-29.4367,MEDIUM
SIM-0293,Rahul Kumar,Chennai,1,self-employed,5.92,-11.1,4,6214.34,1919.95,2,2574.91,0,4.54,509.59,0.4321,-2922.8,3,0.5296,-20.587,MEDIUM
SIM-0294,Nisha Kumar,Mumbai,3,freelancer,1.41,7.55,2,1361.1,1310.66,0,467.44,0,1.57,11.15,0.2161,5975.52,2,0.3355,164.2177,LOW
SIM-0295,Priya Rao,Chandigarh,1,self-employed,5.59,-12.4,4,5320.83,5547.98,1,4892.78,0,5.73,107.72,0.6614,-1137.53,3,0.3902,19.9817,MEDIUM
SIM-0296,Anjali Gupta,Chennai,3,freelancer,18.96,-34.69,13,17856.46,13965.14,3,12129.02,5,14.52,2587.53,0.9019,-8964.12,4,0.8222,-357.8572,HIGH
SIM-0297,Vikram Iyer,Kolkata,5,other,6.32,-4.64,6,3932.9,1909.36,1,3836.54,0,4.17,760.1,0.4875,55.82,4,0.3846,-139.7914,MEDIUM
SIM-0298,Sneha Verma,Chennai,3,freelancer,3.27,-7.27,6,4065.87,5192.54,3,4358.35,1,0.94,180.99,0.6324,-1170.19,2,0.5277,21.879,MEDIUM
SIM-0299,Vikram Joshi,Jaipur,5,other,5.38,-13.39,2,6497.28,4863.43,2,891.46,1,0.75,393.19,0.5781,-1794.38,2,0.5274,47.6428,MEDIUM
